aluno,nota1,nota2,nota3
Wpprkwckitrucmbmewfat,1.1,2.8,1.8
Jdghqanndnqcflynjsdumocdsjxjpgywbrhicljsgualsbgflg,9.5,0.9,8.8
Qmlhwkvcajouasxmnnjuqbn,0.4,1.0,3.8
Ycaag,1.0,7.6,8.8
Arrs,3.5,1.4,1.4
Zytysv,6.8,7.2,8.9
Xmodoldppjewsulvpcbytjhhtaqoerzecq,8.6,8.9,6.8
Xskcuse,9.6,2.6,10.0
Sslslonlsnwlkfedwebxihidvpib,0.4,8.1,0.5
Aufdjvawikktsbftummmamuxnoekgsgluerrbwbjunes,9.3,9.3,2.0
Dpzgquyfsjo,3.8,3.5,0.9
Eazaxokxeqdwz,5.4,0.7,7.5
Brpuzearttdnlztw,7.3,0.8,1.2
Wfsbefapgduarqpolkixlkiomheraqcgwic,2.7,1.9,6.0
Xikqrdjwgznyuhjgdzoiszuuqqcgj,0.8,6.3,5.5
Ehangoiyioyokmewvjjwbuldjxctlqkqixbn,6.6,7.1,1.9
Qusvmroahjfqotgxtklxjqbygnwxiovsna,5.8,9.4,4.0
Otnnjvdh,4.4,8.8,4.9
Ucbbfmtvdnberspyxhvaynpkwppftppofsmdyqnjlyuwn,5.5,5.7,8.4
Voffupflb,6.9,8.4,0.3
Whaopnbrzafagcgbpojpnjj,5.3,5.5,5.5
Swwxybsfmnbjjzoasehfxsvrhgmxfhffydcuaebijuzuqydll,8.0,3.8,7.4
Gnasjynxus,5.9,5.1,7.7
Jorepzywesqleaccnnupeo,2.4,4.0,0.6
Prscrtbtgeshb,3.3,2.2,1.9
Sqqouoajloaul,8.3,8.2,1.3
Afdzrvdjkyedbcpgenvudpwkxnoyhiyac,1.8,2.4,7.2
Dztqxonziursciixxioivvdeijtefmcfwadbxwrwtdztjguznu,3.5,4.7,2.7
Raafbzrvpzktuopzlmejyguchzruuwnhwwwkde,8.0,3.3,9.3
Qzoiojluxklfiyeskaqazt,3.8,2.4,9.1
Nctscrsyzrhltnctynghiixkkbfsaygxrolcrrkec,6.1,3.5,3.6
Drvodahfqdzlmkexlsutwdyru,1.4,0.4,9.5
Rzmnaagkbhwjuoyjxrdyenulrrnykyhqgxnv,2.8,4.2,7.9
Uvytxqtjlqmxnrpeelhmetuzggtnedeaivcycdizvzlqytubjq,3.7,9.6,4.4
Gaazeoavabeaemtvhuqtsgyqdhrbwshaxjow,3.2,2.4,2.9
Jvmdsqzshovpggszzvoolmbeflzplhmeiavuhakeioettlre,3.0,6.2,6.0
Iivugbdclaezrrpyhwbpfakfvldslxoqluvoywft,0.8,1.1,8.5
Uknhcttwalqnkxqkjmhawmyntjyjowyuw,0.6,3.5,8.8
Rvlkdswgsffuosjmduiltsljrlsymmovdasdmd,0.5,3.0,4.0
Bpuwcaarfobqrnjhapszcy,4.7,0.3,7.3
Yfubopeoecdcuaefdhfmpykidbppcuqmecg,2.2,4.7,4.6
Jbzjeoqs,1.7,1.4,4.1
Xzpcijyrdrbpcdzopnnovuosqiwhaeamcmsucqti,7.5,5.0,8.3
Xeczeugn,5.1,6.9,2.5
Zynppuyunqyfcw,1.2,6.2,8.8
Yamelinsoxlkljlvyudcf,7.7,10.0,5.8
Kfbctlnlvqgbxjdtrdcwwmmx,1.6,9.6,5.9
Fqhvwdzeksstrfimgznflrxvxhtk,1.7,8.7,5.8
Xsiiikccrbdwbitdmufkigpwza,0.7,4.9,6.0
Bfeahrdmnwjeqflpdnovbzajyqhaaiitpwsxongefnfemtgtg,4.5,5.8,2.4
Iefzqyoexwyt,8.0,2.1,9.4
Kfeu,6.6,8.8,6.9
Hfvhgfmtjahefdwqstzvrwhvejrgbcwxzploi,1.7,5.2,0.8
Oeupbjoznlyzdlhzcjzorryln,3.8,4.6,6.4
Jycbkubmwfhnqspfaujrtjovjkrazdhemiwrpvkcv,6.7,0.9,3.4
Nflziuzoopqeclrlgxwpkzmc,8.6,1.5,0.8
Ctyiub,8.0,2.5,6.2
Oxegzqwalmuoienakotlnmhgkikfxveadfvbknobdpngzm,7.4,4.4,7.5
Kofozwmwzytkmckqtrctdywuqmsq,3.4,4.4,9.9
Sxakxxlnauhxdhufangeecevsrlzindfs,4.6,1.0,6.0
Wbuyvmc,0.6,8.7,1.4
Losgcskosyxzompixsjpdhitpfcdh,0.1,4.7,4.7
Tnhksmpniqstuulsosxbedtyndz,8.3,6.5,6.5
Tnruiwurkhmzsyomnnaoxnjfgstenvjuzh,3.5,9.4,6.8
Yefrdn,3.7,4.0,1.6
Qecqtypmuhajqtjtymqjqkfkn,0.5,7.3,1.0
Zqrzmysqvhaielettxwheyvubyvrbnihegfbjmgoetcybrqjpup,8.0,1.7,7.1
Dlccjjiustdtos,7.8,6.6,9.7
Bluwonqomzkvzsxyaqmg,7.7,6.7,0.6
Uxbyhabdv,9.0,2.8,3.7
Ybotiwmyacfrn,6.4,2.4,8.8
Aymebsjojwyyxctxaxxuznzbvejewurloyvtillwyscoanybf,6.6,0.9,3.4
Dltchhyokihvdftvotvtngutqwqdmcfxgkausjr,0.4,0.4,6.4
Rprgsyaqoiytasjojejtlgzkkfsyaosdktxumphldkpnqlzm,2.6,8.1,3.1
Kmsudfeq,7.4,0.0,1.8
Sbdoimhitsr,2.2,7.9,3.4
Fafdvbumgettyvihwgyjkuuwpgh,1.3,2.7,0.9
Nfeorgmgwyceumfvmc,3.1,9.2,6.6
Mabitsasdwjmjqfayfnajarnjmxejacnz,9.5,2.1,5.6
Lkaintpphrffqfrsrqxlqwdmngssqlutqlppebgn,7.1,2.5,3.7
Hfyqgpazrlqsxtfpjdustmelujstybwbfupazphxporjyxjigk,8.6,6.4,9.7
Avllglutk,3.4,0.8,2.6
Ltwlkjveumqooqvxeuxxdgoagmfxqdhnwmabefthayspvtctpx,5.8,4.2,0.1
Plwnaliologgsmvjmarteqjenjflkyhkrmhehdqk,6.0,2.1,2.9
Jvyrpgxnkl,9.8,6.6,7.9
Rumvxjrpqyabacxbxqhuzeepoemfqekuot,4.9,0.6,1.1
Fboiarbzidnqxkacqabuiadcldtrubkkcma,1.3,9.3,8.4
Drcmcdpmdydxjrzsfmzqoovajterbmoriqwnojvccsdlvuckrq,4.6,2.6,7.5
Czmelpzrolwmkvpqqobjzcejavufwleb,7.1,0.2,5.2
Zzupbqedmtafrubmijgnbuufguhkuykpramxsone,2.8,6.7,7.9
Aukxgwpuuunlgytwllkdcakakuiprmtqmhjosngdxhvxrmtd,0.2,7.0,8.4
Hjnrsgnlzdzzmfikqoqbsnbbowmfiheglnlvuhkpcysuzx,6.8,5.1,3.4
Rxtkzphpktunqcmgmucxizkixlwfzudkjikvgtcjmjyxzsyoco,3.7,3.2,7.2
Ehdvqvpyxpzlgzldbaexcf,9.7,8.1,0.1
Laxyumhuxacgukopkvtjzvoekyimfhrbidgtixfftluogyinz,7.0,7.3,6.7
Uhyboeuakincmbpayfwvqnxhoa,0.6,6.8,6.1
Wfkhvpdcbtev,3.4,3.2,5.2
Pjcqkbllyjbfsfjnhivczjkuxfzbadzrjagfxwqrgzdycrnwt,4.8,4.3,8.2
Kwxs,4.9,3.0,8.6
Bgrugjexkysdkkedachcbtggytybirglzymnwrau,7.4,7.7,4.9
Cfqhxkesmfuf,1.1,9.6,0.8
Gembypqatsgbfqlwcytwhlkgjqitnaqvu,0.3,5.1,8.5
Ewzbxnrplrtfddaappkeiwwocysgatasvddtdbjrqjygeuwxps,6.1,8.5,3.0
Udvqutynswys,5.8,6.9,7.5
Pqkvxucnyeujepmuowgammvxvmgobyjqmwfuiod,9.7,0.8,5.7
Oktzamezdlfxmyfvenszzqjbxnoyswyxjrqnhc,1.8,0.2,0.8
Jeqgvgfmmzsijqdyqpomhnvozxnjfzdelmtdrplptqicilqwn,9.5,8.3,8.9
Nmgybirmzwnzpruqjbyfcukmxmujoaxoi,3.4,6.3,3.1
Tlpzfgadvjijhyigaogzwhrylhxorfgrhqmufv,3.3,1.2,7.3
Uaykwsjvgbyjgzfvuburc,0.9,8.8,1.1
Uyxqhyxlbxopanolbrspkozuatfyoizolqcsvop,4.7,6.3,4.6
Pvvckju,3.7,8.6,7.8
Vexgeinhkxwdwidruedduqrfqlounh,3.7,9.4,8.6
Grvtiisdsjlmhylitzwxi,6.7,3.9,1.0
Iyczdcyuhpyyhlrpdekxffroq,9.8,0.5,3.1
Fonnvpfji,2.0,9.3,7.8
Gliwtreraxjaqtgmq,5.7,0.7,6.1
Vaexlfcikflwsmyfnyre,6.3,3.5,3.3
Ccmsevsreronoiflghqjhededypuwqajtfmpsivl,1.4,0.1,0.1
Fvsbbhqgeevmq,0.2,5.8,1.2
Ybhoqikwqsfkeoaymwnyttqtthstxz,9.0,2.3,8.6
Eyehwcxdgqvejozypprxidexyxdvwjdcwoeuwmfxhl,0.5,7.4,2.5
Jecmhmfvfzicdvfu,7.4,8.7,7.2
Suzifw,2.6,9.6,1.2
Gnlthjnhipeurtnbr,0.1,1.4,9.8
Qcrtlohdprtodmweaxsww,7.1,6.2,2.4
Syjzzjqwbwiuzaclojhbza,5.6,9.4,2.1
Blgudfaloaogfbgvnivusnftmpfliwii,0.6,3.2,6.7
Qfxdqodt,4.0,3.9,3.1
Ddkvkpqnushdxoubzjyybcbnzvdhkcns,9.9,1.2,9.5
Jvvxd,1.4,1.5,2.2
Ddmubmdswivcinegexhomyugdsfogrk,3.4,2.7,1.2
Ajboiubksdwulbvocblfxylrnasqsegryjhemt,0.8,7.7,6.3
Beolyhsibrrqsqigfmnrjywo,3.8,9.2,3.7
Rxjlqwnvzqbnhdxigx,2.3,5.3,6.1
Tsbdxwggppgtuowbxepbupzcfgv,2.7,6.7,8.5
Qqpieiirotsmzkadsxzbpytnmvhhrdeqamkbldejbywrjpsgq,2.4,8.0,0.7
Qqckhcmfhq,5.0,0.2,10.0
Jydoighslbfjt,3.3,3.7,7.1
Wwvdjpdpmszmngfmpipkqegqco,9.4,6.5,8.4
Swxvsyviiunwhmqybswxozaeqeoqgrniznfkgtdm,3.9,4.5,0.4
Dfwkbozgivxdmaxehwkycorkinmwlijgql,6.7,5.5,9.7
Zrojxfzdnxtagwpwtghblcvqwzjhxragcixmvrhzhy,4.4,8.7,8.0
Bqvmscyjfrybvgwe,7.0,1.0,4.1
Kczkfadrqlcivurxgtmnkxscvlqphaemi,5.5,3.0,9.8
Aztnfgwiihwrpvnlgnfwxfywdifqibazvtxnxd,1.3,2.2,2.2
Abychuxcxzbsaiqefsqcnaybaxagd,1.6,8.2,5.4
Oezekrpuzoleuarihizaybcrfadsv,8.4,1.0,3.9
Fnwffowcevexfyj,7.2,1.1,9.8
Lseceahaxywjeszubesnuyfrgycj,1.5,3.1,8.5
Gipzzkripduovevpxegphbgtyal,0.6,1.9,8.4
Xlibfjpzyrnhgg,5.8,6.5,6.4
Fbpwhnfewgtncjyckcofeucacdhaudyqzkfuayqczholykguc,1.1,8.1,8.6
Tvwwodsckofurxmc,5.7,1.6,9.8
Byqxrfakduzrgjizhu,5.4,1.4,2.3
Gsvwjalqdtycbxgikkbkqgxchw,2.0,2.7,4.6
Dctcracuxgtbwslaweacisxcuyrkjptubqbntap,6.6,6.4,5.1
Kshllxdbbliggayoflt,3.9,3.5,1.9
Garzukdmtfbqczjaedlilfdhyuyjmecoijwuyazp,0.1,5.2,5.3
Asbgptrrerchttjaqtjrgfgvsxhltkr,2.9,7.3,3.7
Urkuwy,8.5,3.9,6.7
Dmxpbinoxxdsp,1.9,0.1,6.5
Uwbasjsqetxyjgqscnqzjba,9.1,2.0,2.3
Ranhibfgzpjshnjfv,6.2,10.0,5.8
Ecaaiptyrffovzbpbplrcnyuclnddbpz,5.1,8.3,0.3
Kapyapaikudsritqtupcqohqfjwjpbtfuson,4.4,6.8,3.2
Hwsxdv,3.1,0.6,0.4
Ahzcyuytycgekiujloycoiqhsezfiwwiyzoqbrkzelwnhfkkbkw,7.6,0.5,1.5
Qhequtbiollsiyn,1.2,7.0,6.2
Mtsejdcmpbuyfglsa,5.1,5.3,1.4
Yydvckyihrsxzczxwqpgetmzoiqvofwqoft,8.8,3.4,5.9
Qulcm,5.8,8.2,3.7
Mjgnhreuzbkg,6.0,8.5,9.6
Frjjegckly,0.5,3.4,8.9
Bgfgknlay,7.2,1.7,9.5
Njmaisqgrrubgkdbnfdubxjzqrauszboijukobnfwlsbvcmwhdz,9.1,4.8,1.2
Tkuxtpdgjxtuwyailgukffvesfsppacigawwahdhfscqolxji,3.0,0.7,5.5
Dodxiwpuibpdsirkwzkvhgxdheoddzlkkcsuyezzlyztbmog,0.4,1.0,5.1
Wjelqgtdmbpbixzfbhovfjntlucbwfgksmmimalls,3.2,9.1,8.7
Nvzdkkkqcemgdbupqqhrbxymjnbwq,5.2,6.5,5.6
Cekyablpstksscmyuwhprfgisae,0.4,0.1,8.0
Nalufyrwknswftru,8.1,7.8,0.1
Plnkgsfqtm,9.3,3.6,0.3
Xehjzxta,4.1,2.0,1.4
Fwidhbjsqhofwpkbtnsjdfahgpqrlmmgvvoo,5.7,6.5,0.1
Eswellmyrucdwohncqxcrjlhgzvqstw,4.7,7.4,8.5
Aeugshi,8.9,4.4,1.1
Awnnxonygjxifdnukidotwsspmqbvirsoxgnatagdlgp,3.3,8.4,5.8
Urjkqkcvcitpcafplonlloejbuqdchtamerzz,3.5,4.6,6.2
Xdhwyytzoazahftfzsqypm,2.0,8.3,7.2
Ysuhksiqvavkgfgwqqzpfyzisfslsuhckvkea,8.7,0.0,6.3
Xdameujxidydivyagtgextljenowfadhbrpyxzcajjb,1.4,8.2,9.6
Cqsxeh,3.9,7.4,0.2
Qluxjqfmdrwnkyvrznothlewq,0.3,9.4,4.8
Jsdshoqnadndhhn,1.0,8.5,9.6
Bsiuorbls,7.9,0.8,2.6
Vlxdqufybiojnhqvhpattujcb,6.0,3.8,9.3
Dstpcylekcqscuceteelnjjmaerefsngyjxgnk,7.3,4.5,1.6
Tchajoaolfjbdowdclcrqcjapudocasofroznuwyzhcj,6.8,4.1,7.7
Ipweslqgtdzmkuanowzjygwrdrnapjbjf,6.9,8.6,1.5
Prrmvqnxxnaxjyelkpwaalbqekhypslgbgngdxwjphrlggz,6.7,8.4,6.6
Fgrwzddsyupdfrtglwuzeaepxeydjldanigijvo,8.9,7.6,9.4
Iveedljjdkaamdrszgrleg,5.0,3.1,6.5
Skhhwoqygevpogrpxykvk,2.2,5.9,9.3
Nejfy,9.6,7.7,0.2
Brkshbkbmtz,3.0,8.7,1.5
Ykobyjvdyqzwvcgaqcjkkndsazrxtkkjlmukaygmebltivzpp,0.6,4.8,4.8
Rwmxuxalyfnnrnuvlivdonbbvedrhhddngd,0.4,4.2,5.0
Btqbpeefljqtafxrwaxzdorhbfhagbpjcduzzu,2.0,5.8,1.7
Stjepbgeeutuskcdimjmrsvbcvxqoqwm,3.2,2.4,9.9
Kgblihfdwvxoruizewejpjpkzzjiwbkwbyawqriipkmblp,6.9,0.8,8.2
Ceojfvfgxzwoiwhifzxcsbarxjpfesegrbdzxpise,6.4,8.8,1.7
Okzeenhfwjuiowichetyzmxuvxvglftbzzsicgjcrbas,9.2,5.5,8.7
Bteizqviyjdyosttjcvousnpbnrerhgk,7.7,1.6,4.1
Rrjdqlgaueouzjpjorqncpdljiccohnxkabqxkzvjvup,4.9,2.1,6.1
Fmrvqgnpnrpmksyetsgbtobvdvllykypsepdhqas,5.0,2.8,6.1
Scgbltfjouwu,6.3,7.5,3.8
Hqrvfidvjlbkrutemctnrkbtjkiuxzpjma,6.8,3.2,4.2
Vvmsilnitgdtwznyroyystlfjixemceouxkqdtb,8.1,9.5,0.9
Bnengangddrhimrtqcahjsmqkqwls,4.5,3.2,3.9
Pkjmdsjnzymvxgyttuzdqrwsk,3.2,3.3,5.8
Tbshlvqqykknrp,6.8,0.2,0.8
Hlzgekpfoqxrijslradeseyxvovslulhn,2.9,7.3,2.1
Fyiubryzmmonrpqfvbquiuxj,0.7,4.6,0.1
Fnjvvdsvddbbwgyefuf,9.0,0.2,6.0
Mixyequhrvudfrbqbcujxoocbgcdqiholfkbeypkuhksclgc,4.2,3.8,4.0
Ndalp,9.1,6.5,4.4
Prhgbbszjyihpemjzrnqs,6.0,3.0,1.5
Ldedhmflmcjqmysdedxtt,6.0,0.9,0.1
Bkfmpvlnzbavqprahwbkrgvvvhtn,9.6,2.8,2.8
Aobxxbpafkgfqaaczjhlazssmh,9.5,7.7,0.5
Btggbednjpcx,3.5,7.1,9.1
Tuyzykwzkkxwdkfsogxjmzzgfu,0.6,4.7,3.9
Yufzruifxnmwlebgijrdrbgpojhhpfarozarevkzjgrxeb,4.2,8.0,8.0
Eaqh,4.1,8.6,0.7
Jwzthwneywzmzd,9.7,2.4,2.9
Sgvuwirtasyjzqs,0.8,7.0,0.9
Lrhuaovoerheo,8.7,9.2,1.6
Ipqyqtsrceaxgshsjdpocgcnaby,0.3,8.4,6.3
Fawulmtelibiebddalcwweatqakrywuwiemimpzkxmdfuayq,6.7,6.7,2.1
Eltpeezipacwkitthfsdnzfrxijwwrcrynzopfopdydivskcdph,9.5,2.0,2.1
Lwfazrldeurujgyqqphjoseeugtr,7.8,2.2,8.4
Fmxzgpoyqpjcqnqnpyqinkjqvswo,9.3,2.6,5.3
Xxtuisxyxiugky,3.0,7.2,8.1
Ewyfztfi,3.6,3.1,9.2
Imdztuxwrmivawgpiunnmdzerazjjye,7.5,2.5,3.9
Vkbzzzdgipzghs,8.0,8.3,2.2
Tyorhhnkxsllmsijkszbjnuxbinljitzhersccisagbawgzosb,8.1,6.2,8.0
Rweopxruticzjeinsklfgmcfsqspcucpjsyoabqx,9.0,9.8,7.9
Tnzcldprhofz,9.3,8.6,5.9
Knilnlfyevlavkgaugwczedqfx,5.9,6.9,9.7
Xojfuuzhgfphtyuadhznthpyxfpexsdhpgfrcmrxtofmc,0.9,1.8,4.8
Oynyedprxekaxumlcptjaufuuxnwlwotsfseuiq,7.0,6.9,8.2
Twkbovhiyeplvcsazpobjhtfhbdukownjrhmbapmxw,5.5,2.0,0.2
Qfjnliccfuqjodkvecrqga,6.3,2.5,8.9
Jmakkcxxlnkqthkazzewnwhgcohceppfjatvo,8.2,8.5,2.0
Posmxwjhhbklwssbfpwtmhlpzlbbavxmotbxjlazijza,6.5,0.8,7.4
Bktlrx,4.4,6.1,1.4
Frpleiuktveylgxpalkszxkoavxxwgi,7.1,9.3,7.4
Wnjhbpsbmfgzmjbdpcbhdbbjyalqhadhdodilggiimo,4.5,6.7,7.0
Tnldfwietatzklciaaojqncnbowpqcr,3.7,8.0,6.4
Pmtvllofztxfdieyclwaalysdiemwvebpmckn,1.4,6.1,2.5
Efhlfmtxjpmmsfsfflpnva,9.2,5.1,7.7
Xyjqavjwfckvei,3.0,8.8,6.3
Nelgzcymkiurylmbuussqfcvwnokntwrzopduqrbtbdldbdx,3.0,8.2,0.5
Uwfdylvcdicsmfbqp,8.2,7.9,7.1
Pgjpxgrp,4.0,5.0,9.7
Vcgripqzeyhzpzhsruykfciclvgebyfzhmeactfhitys,0.3,6.0,9.8
Fjduehwosbokvxgco,6.2,0.5,8.2
Mnaiujsauhjbcntbxbynojbeucedpqeqlyjugczpvrehnuu,6.9,1.4,4.1
Kkldjrtnrgataakfvaiqamuzzubpruznibezngzbynozuyvcunm,9.8,2.4,9.4
Xadikarybo,9.0,7.2,5.6
Dqozaguhgywux,7.4,2.3,5.2
Mliqavq,9.0,9.9,3.1
Xukmbtpywsnldlxeegeqkhgaiaofe,2.6,6.9,3.4
Rjhfoqrdmwwlqnjhtnico,7.4,4.7,8.1
Kdhghlwhualkppmovrhvwn,1.4,9.3,1.1
Rqptinhagclajyihfbqifouspgrfgsutbjxpsadojmmrxbav,7.8,8.8,6.8
Bkckqkgbabporw,6.5,5.8,0.4
Jrbtkmuqonkxtoiqzwbysindjvh,4.0,7.8,1.3
Qutjzrlgidiokkivdxgjfnkewfkttotlmjcrpywqeiepwjgj,2.9,7.4,7.4
Ecbglvpshgtmoaeueqfwucpuryi,1.7,9.7,10.0
Gpulpjifyfdocmmldnkyzfzujuuzgvqvhwvwyccedovfboivk,6.1,8.1,3.7
Sehvhroeszndihebmbdeudgxlcafiowjnnrvfbwasadm,7.4,2.1,1.5
Evbwzvdcyminqfahwlmrmefygqolojdjujlmroaincvfc,9.3,4.0,3.4
Nzjkokkkwxeuhysaectwgsqtrxujgpmggnwmnxzm,1.0,8.3,3.6
Rmppykqprtdbsqhn,7.3,2.5,6.4
Rimtwiyijevwxceakdefdchhlypjklcgazujpiqvgzdxrchmm,5.1,8.1,8.0
Jfcxo,9.6,6.6,4.1
Jlmmvxngnhzfijooqbasulqxpruqfscalsaydbmhzg,0.1,4.9,1.9
Sqmuodagjc,2.0,2.9,4.7
Orwakzoupwktjbqpxdv,8.6,5.8,9.0
Uajwjqypfbskwuzscdwgvoo,4.8,8.3,5.7
Bziuluihnst,4.7,5.3,1.4
Vicnjxslvsvco,1.3,1.8,6.6
Bzrkoaqlhwr,7.8,7.4,8.8
Vbxvqatgkgxkfteskqfgggoa,1.4,1.7,1.3
Wamsalcrppbpsqtrxjjpxantyqgpefqnkjrshxrsqpyhd,8.7,5.3,7.3
Fbchn,4.5,3.1,4.8
Taxnxolauwofrjdqzgbldzzcapntghxlwovhgzanvc,8.3,1.6,6.1
Xzjdocjogtphhnbbipevjtxnmfmwlfw,0.7,9.3,7.8
Zhunwlizzvjdnpchgmngpebcijblohgyoxvbofjcslsdfeyzj,4.3,0.9,1.4
Kgjyxznuuxmqrzpihq,6.6,2.4,1.2
Biqqyxxuwagpxiqgowvvjal,7.7,6.6,8.1
Jnyezizqfoquupzysyaguaxazfegaxcoaomo,3.2,6.5,2.2
Lkeuxzgn,2.6,8.0,6.3
Jyzfipdablfwqczcywxlzbalqfpotwbwlrvesnsjxhtytegu,8.3,0.8,4.3
Zufdytdgvcdh,8.0,7.0,8.0
Guchrsnyphpfmdmdethzyorqesoyyjfbnhwmpysikuzb,7.0,6.6,5.9
Wlvbgxtzsczy,0.7,0.9,8.7
Ycoacmoairrxawzhodtvbsudy,0.3,0.4,0.6
Mozjhhqrmufvrooacrlbgjztqwbrbpifh,4.4,7.1,5.4
Pbgbipwsnssvrcziij,2.6,2.3,7.0
Hhtqrmks,6.0,9.9,2.6
Mfejuojhuzwhtqzbvmcltzbkjfgfgunfhzngddmdufipva,4.8,3.4,1.9
Tbmaezewlreolabkqwmyitvvzfbic,3.9,2.1,2.6
Vnapnladsqycwmvjfhswjs,0.9,10.0,7.9
Vebewipnfjmxavtzmjfyewctccktko,3.1,4.5,6.2
Hodxkbfvrjovugyhlbmt,7.4,0.3,2.3
Tmkhkx,6.0,4.1,0.7
Bpahjgsodcutfoutlmuvznsb,9.4,6.3,6.3
Utbnfjkxichpxngqecgmmxexeronmiuoqkochmxedv,7.5,2.7,5.6
Toxvkezcvywjmvghznh,0.6,8.7,9.3
Kkcjhmkjqbpryqcstzrsbacfnjlemkhgvotuoqe,5.6,9.0,0.1
Gqpfufolrqhtejzqqdmuevtvlfzl,9.8,0.3,9.8
Ahaswcykpoitcbeqccdggpkgfdxttnfjoxcqgyexrfigmjqu,8.6,2.0,3.2
Hphyjqkjahpowjfvrfvzjbg,3.7,2.9,1.6
Mlay,7.8,6.0,0.8
Covgmhr,3.9,6.9,2.6
Jlxsbvjiedpcxaczhmovxujjtwzeywsbmtfv,7.5,8.7,5.9
Irozglcspwhhi,2.4,8.5,6.5
Itddmxgbwxszgadnjhgkhdgn,1.1,4.8,9.8
Qbvmwauubstypadaazuanacyvbpuoccnbidadpofpnevymojr,9.7,2.6,7.7
Bhgizrhshaskeldfqawskujguckjxaovpolzuxzrst,9.9,7.6,3.9
Efelulxxotsaphzceewtherheasrqdcujwnnrjwjquaomds,4.4,0.8,0.7
Wxwfsjwcpqpxepgmqipwkmdernxgkeoab,5.4,6.3,8.8
Keqsnhmvddekrbllp,4.8,2.6,3.8
Vhbixtzfwvpkgkypdgejayfbbyxzpcgvgszsspmufyxcw,1.0,5.9,6.8
Rjvlkseufleeqphinzghzardtjbtikebiafqfpgpfvaoufxdpi,0.2,9.0,7.8
Fgvljorjcuunvrjhqyagkoyrhtblnvftyjfllpcjzsrq,6.6,4.4,3.5
Oorjbuopcugudvgyelibxikyjtqsbzteexyhysafk,8.6,4.8,2.5
Gxvbueveioaew,3.4,8.9,2.3
Rkbdsb,5.7,4.0,0.9
Fzmqekwosevjmieaeboeptnqseznyiugs,0.4,4.5,5.7
Cdwbcthogssirfbtledaphvkkihmxnwovjaw,5.1,1.6,9.8
Prgmvjoslxwemopdskpenateybcklxdlqqpggrlssqotrri,3.6,2.7,0.8
Tfvlwdjsyygdughshxietfuvrngv,8.5,4.8,7.4
Apfmfekbsnefafivdtcjdhsstxmogjzwac,8.9,5.9,4.9
Resgfbsbfjlqqzcivgrumitecrrljabofjcezrvzx,0.4,0.3,7.5
Wxsjznukx,6.3,6.7,9.9
Tvpqrymnjukdspvosyrj,4.4,4.2,2.4
Icbauycjhklpcjaglazebzwgqvgy,1.1,0.9,5.4
Cbjxvssuvuntskiwn,10.0,0.9,3.1
Rmhumjkelqgmfs,4.4,1.7,4.6
Keaqihkjqxuufgdhnikntlgjhwdrmcdcjrucsfnrvgsdqawj,6.2,0.9,1.3
Oustlgfyezcnzxwvyywogtcnrcpujaawtrsojboshp,8.7,3.8,4.9
Favmcbbhvwmg,4.7,7.2,5.0
Asspzlkckxoxbtixgvjfedgracuoqtbbxowgyprmgvkoxpus,4.8,3.9,9.9
Wjvfnduzpnysng,10.0,5.0,7.4
Tuhniqb,2.5,4.7,9.9
Sjpromfyxpicfjdmr,5.1,0.9,0.3
Rabrtnig,1.4,1.7,8.3
Snztmkayloqzhbtcaqgqhppfrpvnstlmrraimed,4.8,2.8,7.1
Aeuiixbkswbgxlpibzchagxwwuzmnbwfeluvilwzgdfwqo,4.2,2.6,2.7
Ltrwkeyiuzshczhrrtlbxqti,7.9,2.5,8.5
Gzocjinzobadfsxjpx,6.0,1.2,6.9
Eqjomksmkzdtscrncfuqxfdjcbw,8.2,0.1,0.4
Lclbqftnmuukpvhtmoxdphnoxmytoenbjcshaauqszbtqzdn,9.6,4.0,3.6
Vmjal,9.2,9.9,9.3
Yjosuljrtqhetjtxmj,8.2,7.1,3.2
Efqcwvvrjtocsmxhfbuyisqcsqakanucvlchzkgsevwmm,2.4,9.6,6.0
Easmqwtdcylzduahluyxxvibmuzzscozqj,6.6,3.6,1.7
Nxegj,0.8,4.5,7.6
Shdudovzizsnveftrvdxdhddw,4.3,7.2,8.3
Qyhvzusxjrqeuqnwad,2.2,8.3,3.8
Mznkbdjuxwanskzhakepvbfg,0.8,0.3,2.9
Gwqiwhrbyllykdgdqvlhhjhlodewoqi,8.1,1.2,4.1
Fpelmnmjvilris,2.4,0.2,1.9
Sixzl,3.6,6.4,9.0
Psvauowwphbjxmbusmfqnsymvfcebecuwnltpbtjxhzmdpok,2.4,4.1,8.9
Pjncek,1.3,6.9,0.6
Yaiscbntavdrvnvvdbbarfi,2.2,6.6,3.4
Tzcxe,3.8,2.8,7.1
Yyjmowkahosrcuzfzcqk,6.0,1.6,0.6
Hygvhheglpamolkkehswemmcxbgcoysjkuzyiajydy,6.7,7.1,8.7
Lntcydjzaiqnvoygtfuhojlhwui,5.7,0.9,3.7
Ztkjaitzlefwcukejyyntfwhmayzkdbgojuwmups,1.2,8.1,7.0
Fdydrsrlgaec,5.5,6.0,6.6
Xnivvrxoqvtvlqcgiuecqk,1.0,8.6,1.7
Ggrxdognuhlcqtiyhnieigloogwjxltknohtcigersd,7.2,9.1,3.4
Ynahbbhfiiodtoctpxqgxbhfchytjrbtxtumru,1.0,6.3,5.8
Lllqgqzkizotvxmdvfkxaeui,7.2,8.1,6.6
